order_id,amount,fee,tax,currency,created_at,status
order_24646164,2723.34,54.47,9.8,INR,2026-08-07T19:31:28,created
order_80088113,582.95,11.66,2.1,INR,2026-08-07T19:49:28,created
order_74957329,4347.26,86.95,15.65,INR,2026-08-07T20:05:28,created
order_40111108,3964.24,79.28,14.27,INR,2026-08-07T20:35:28,created
order_27978044,3086.4,61.73,11.11,INR,2026-08-07T21:21:28,created
order_48561710,1122.27,22.45,4.04,INR,2026-08-07T22:12:28,created
order_46747323,1289.7,25.79,4.64,INR,2026-08-07T23:02:28,created
order_36232618,2359.48,47.19,8.49,INR,2026-08-07T23:47:28,created
order_60608496,4466.41,89.33,16.08,INR,2026-08-08T00:04:28,created
order_90938086,4592.4,91.85,16.53,INR,2026-08-08T00:38:28,created
order_78864907,4559.61,91.19,16.41,INR,2026-08-08T00:57:28,created
order_33295670,2260.95,45.22,8.14,INR,2026-08-08T01:14:28,created
order_47939983,2669.88,53.4,9.61,INR,2026-08-08T01:34:28,created
order_63872051,2106.17,42.12,7.58,INR,2026-08-08T02:20:28,created
order_67207206,2115.29,42.31,7.62,INR,2026-08-08T03:15:28,created
order_92076599,1839.29,36.79,6.62,INR,2026-08-08T03:39:28,created
order_98720031,3125.33,62.51,11.25,INR,2026-08-08T04:02:28,created
order_90355774,3348.0,66.96,12.05,INR,2026-08-08T04:30:28,created
order_47303095,2882.15,57.64,10.38,INR,2026-08-08T05:20:28,created
order_26099153,2548.04,50.96,9.17,INR,2026-08-08T05:53:28,created
order_61487106,4761.93,95.24,17.14,INR,2026-08-08T06:18:28,created
order_62011705,4794.36,95.89,17.26,INR,2026-08-08T06:34:28,created
order_86670036,580.06,11.6,2.09,INR,2026-08-08T07:19:28,created
order_60656589,2426.7,48.53,8.74,INR,2026-08-08T07:29:28,created
order_31171665,1704.88,34.1,6.14,INR,2026-08-08T07:59:28,created
order_94273810,4779.43,95.59,17.21,INR,2026-08-08T08:46:28,created
order_48025415,3621.83,72.44,13.04,INR,2026-08-08T09:18:28,created
order_69458729,1581.04,31.62,5.69,INR,2026-08-08T09:40:28,created
order_95849737,2641.7,52.83,9.51,INR,2026-08-08T10:14:28,created
order_87369655,4386.47,87.73,15.79,INR,2026-08-08T10:37:28,created
order_10263318,1962.29,39.25,7.06,INR,2026-08-08T10:59:28,created
order_12023157,2906.77,58.14,10.47,INR,2026-08-08T11:36:28,created
order_21050766,1982.92,39.66,7.14,INR,2026-08-08T12:23:28,created
order_63011793,4232.94,84.66,15.24,INR,2026-08-08T12:36:28,created
order_82435561,4156.12,83.12,14.96,INR,2026-08-08T12:51:28,created
order_29976279,4555.14,91.1,16.4,INR,2026-08-08T13:17:28,created
order_2954019,3476.51,69.53,12.52,INR,2026-08-08T13:34:28,created
order_52450102,82.97,1.66,0.3,INR,2026-08-08T14:01:28,created
order_42436176,321.77,6.44,1.16,INR,2026-08-08T14:45:28,created
order_49307455,4670.22,93.4,16.81,INR,2026-08-08T15:45:28,created
order_19540335,4472.06,89.44,16.1,INR,2026-08-08T16:31:28,created
order_45563805,3370.58,67.41,12.13,INR,2026-08-08T17:12:28,created
order_59494860,1070.85,21.42,3.86,INR,2026-08-08T18:00:28,created
order_14340576,479.56,9.59,1.73,INR,2026-08-08T18:41:28,created
order_95250768,4173.97,83.48,15.03,INR,2026-08-08T18:54:28,created
order_55278157,3385.47,67.71,12.19,INR,2026-08-08T19:20:28,created
order_25290725,4646.56,92.93,16.73,INR,2026-08-08T19:56:28,created
order_2918095,3808.6,76.17,13.71,INR,2026-08-08T20:30:28,created
order_77681197,1547.13,30.94,5.57,INR,2026-08-08T21:11:28,created
order_51832059,4386.37,87.73,15.79,INR,2026-08-08T21:32:28,created
order_3008556,4525.16,90.5,16.29,INR,2026-08-08T22:21:28,created
order_47419693,1743.36,34.87,6.28,INR,2026-08-08T23:06:28,created
order_39266289,57.89,1.16,0.21,INR,2026-08-08T23:45:28,created
order_29128730,4931.04,98.62,17.75,INR,2026-08-09T00:24:28,created
order_62111178,3385.37,67.71,12.19,INR,2026-08-09T00:54:28,created
order_17746308,1343.92,26.88,4.84,INR,2026-08-09T01:00:28,created
order_20639807,449.21,8.98,1.62,INR,2026-08-09T01:49:28,created
order_47189512,3325.42,66.51,11.97,INR,2026-08-09T02:23:28,created
order_48653174,3244.32,64.89,11.68,INR,2026-08-09T03:01:28,created
order_80619479,4155.1,83.1,14.96,INR,2026-08-09T03:57:28,created
order_67075424,2498.81,49.98,9.0,INR,2026-08-09T04:57:28,created
order_15790220,1976.42,39.53,7.12,INR,2026-08-09T05:45:28,created
order_10906485,4011.17,80.22,14.44,INR,2026-08-09T06:23:28,created
order_45999222,344.76,6.9,1.24,INR,2026-08-09T07:23:28,created
order_71413366,1841.4,36.83,6.63,INR,2026-08-09T07:54:28,created
order_82440199,4592.47,91.85,16.53,INR,2026-08-09T08:12:28,created
order_87962842,3170.51,63.41,11.41,INR,2026-08-09T08:28:28,created
order_10675991,2916.16,58.32,10.5,INR,2026-08-09T09:14:28,created
order_10506562,3791.08,75.82,13.65,INR,2026-08-09T09:48:28,created
order_42865867,4331.29,86.63,15.59,INR,2026-08-09T10:48:28,created
order_18194390,1987.03,39.74,7.15,INR,2026-08-09T11:46:28,created
order_83274356,2724.22,54.48,9.81,INR,2026-08-09T12:27:28,created
order_38316275,3783.3,75.67,13.62,INR,2026-08-09T12:48:28,created
order_17589182,3090.16,61.8,11.12,INR,2026-08-09T13:06:28,created
order_57806960,1411.53,28.23,5.08,INR,2026-08-09T13:23:28,created
order_79179909,1572.4,31.45,5.66,INR,2026-08-09T13:38:28,created
order_33831804,586.52,11.73,2.11,INR,2026-08-09T14:23:28,created
order_1021431,4404.65,88.09,15.86,INR,2026-08-09T15:22:28,created
order_26305764,2860.12,57.2,10.3,INR,2026-08-09T16:11:28,created
order_46982216,2609.0,52.18,9.39,INR,2026-08-09T16:46:28,created
order_8470512,2425.58,48.51,8.73,INR,2026-08-09T16:59:28,created
order_29683137,4703.62,94.07,16.93,INR,2026-08-09T17:30:28,created
order_55172136,1710.28,34.21,6.16,INR,2026-08-09T17:35:28,created
order_3211890,1872.41,37.45,6.74,INR,2026-08-09T17:44:28,created
order_82418363,2288.86,45.78,8.24,INR,2026-08-09T17:59:28,created
order_42871455,4671.68,93.43,16.82,INR,2026-08-09T18:42:28,created
order_87942334,2371.09,47.42,8.54,INR,2026-08-09T19:06:28,created
order_12061115,2526.84,50.54,9.1,INR,2026-08-09T19:29:28,created
order_34787710,3266.94,65.34,11.76,INR,2026-08-09T19:40:28,created
order_95556322,629.76,12.6,2.27,INR,2026-08-09T20:37:28,created
order_36748631,3794.52,75.89,13.66,INR,2026-08-09T21:20:28,created
order_78333884,1739.29,34.79,6.26,INR,2026-08-09T21:56:28,created
order_12077485,2845.33,56.91,10.24,INR,2026-08-09T22:32:28,created
order_79350979,3965.96,79.32,14.28,INR,2026-08-09T23:06:28,created
order_26776555,1397.93,27.96,5.03,INR,2026-08-09T23:38:28,created
order_44252393,4427.05,88.54,15.94,INR,2026-08-10T00:38:28,created
order_84901811,2124.29,42.49,7.65,INR,2026-08-10T01:17:28,created
order_46759396,4380.99,87.62,15.77,INR,2026-08-10T01:36:28,created
order_76485773,1124.51,22.49,4.05,INR,2026-08-10T01:56:28,created
order_48421955,815.41,16.31,2.94,INR,2026-08-10T02:18:28,created
order_76905990,4071.05,81.42,14.66,INR,2026-08-10T03:12:28,created
order_59320862,3132.44,62.65,11.28,INR,2026-08-10T04:04:28,created
order_99149865,2255.2,45.1,8.12,INR,2026-08-10T04:49:28,created
order_97901951,3923.33,78.47,14.12,INR,2026-08-10T05:40:28,created
order_22129877,1660.88,33.22,5.98,INR,2026-08-10T06:37:28,created
order_3120655,241.94,4.84,0.87,INR,2026-08-10T07:01:28,created
order_97795086,1101.12,22.02,3.96,INR,2026-08-10T08:01:28,created
order_88775184,4042.06,80.84,14.55,INR,2026-08-10T08:50:28,created
order_27361382,3537.01,70.74,12.73,INR,2026-08-10T09:20:28,created
order_52705128,2462.72,49.25,8.87,INR,2026-08-10T10:12:28,created
order_94026652,3447.59,68.95,12.41,INR,2026-08-10T10:34:28,created
order_15587514,2383.65,47.67,8.58,INR,2026-08-10T10:52:28,created
order_40260592,3261.82,65.24,11.74,INR,2026-08-10T11:24:28,created
order_49517653,1485.29,29.71,5.35,INR,2026-08-10T11:48:28,created
order_57572705,376.03,7.52,1.35,INR,2026-08-10T12:39:28,created
order_61651189,4791.05,95.82,17.25,INR,2026-08-10T12:51:28,created
order_71938567,4816.36,96.33,17.34,INR,2026-08-10T13:11:28,created
order_36018638,1951.47,39.03,7.03,INR,2026-08-10T13:42:28,created
order_55303594,153.35,3.07,0.55,INR,2026-08-10T14:12:28,created
order_23646247,4722.44,94.45,17.0,INR,2026-08-10T15:06:28,created
order_33343072,3698.34,73.97,13.31,INR,2026-08-10T15:40:28,created
